x	y	z
0.745546	0.078895	0.062601
0.746346	0.077375	0.061854
0.747147	0.075878	0.061107
0.747948	0.074405	0.060359
0.748749	0.072954	0.059610
0.749550	0.071526	0.058860
0.750350	0.070120	0.058109
0.751151	0.068737	0.057357
0.751952	0.067376	0.056605
0.752753	0.066036	0.055852
0.753554	0.064718	0.055098
0.754354	0.063422	0.054343
0.755155	0.062146	0.053588
0.755956	0.060892	0.052832
0.756757	0.059658	0.052075
0.757558	0.058445	0.051317
0.758358	0.057252	0.050558
0.759159	0.056078	0.049798
0.759960	0.054925	0.049038
0.760761	0.053792	0.048277
0.761562	0.052677	0.047515
0.762362	0.051582	0.046752
0.763163	0.050506	0.045989
0.763964	0.049448	0.045224
0.764765	0.048409	0.044459
0.765566	0.047388	0.043693
0.766366	0.046385	0.042927
0.767167	0.045400	0.042159
0.767968	0.044433	0.041391
0.768769	0.043483	0.040622
0.769570	0.042550	0.039852
0.770370	0.041634	0.039081
0.771171	0.040734	0.038309
0.771972	0.039851	0.037537
0.772773	0.038984	0.036764
0.773574	0.038134	0.035990
0.774374	0.037299	0.035215
0.775175	0.036480	0.034440
0.775976	0.035676	0.033663
0.776777	0.034887	0.032886
0.777578	0.034113	0.032108
0.778378	0.033354	0.031329
0.779179	0.032609	0.030550
0.779980	0.031879	0.029770
0.780781	0.031163	0.028988
0.781582	0.030460	0.028206
0.782382	0.029772	0.027424
0.783183	0.029097	0.026640
0.783984	0.028435	0.025856
0.784785	0.027786	0.025071
0.785586	0.027150	0.024285
0.786386	0.026527	0.023498
0.787187	0.025916	0.022710
0.787988	0.025318	0.021922
0.788789	0.024731	0.021133
0.789590	0.024157	0.020343
0.790390	0.023594	0.019552
0.791191	0.023042	0.018760
0.791992	0.022502	0.017968
0.792793	0.021974	0.017175
0.793594	0.021456	0.016381
0.794394	0.020949	0.015586
0.795195	0.020452	0.014790
0.795996	0.019966	0.013994
0.796797	0.019490	0.013197
0.797598	0.019024	0.012399
0.798398	0.018568	0.011600
0.799199	0.018122	0.010800
0.800000	0.017685	0.010000
