201.22401	295.90720	1813.94685	-0.00000	-0.76705	283.87003	1097.23616
201.22401	295.90702	1813.94685	-0.00000	-0.62090	283.87003	1097.23616
201.22401	295.90693	1813.94834	-0.00000	-0.40941	283.86659	1097.23616
201.22401	295.90690	1813.95039	0.00000	-0.42630	283.86659	1097.23616
201.22401	295.90681	1813.95039	-0.00000	-0.64032	283.86659	1097.23412
201.22401	295.90664	1813.95523	0.00000	-0.81072	283.86659	1097.23412
201.22401	295.90656	1813.96175	0.00000	-0.76847	283.86659	1097.23412
201.22401	295.90648	1813.96622	-0.00000	-0.64159	283.86861	1097.23412
201.22401	295.90638	1813.96622	0.00000	-0.82032	283.86861	1097.23234
201.22401	295.90619	1813.96846	0.00000	-0.89035	283.86861	1097.23234
201.22401	295.90610	1813.97088	-0.00000	-0.77923	283.86861	1097.23234
201.22401	295.90600	1813.97088	-0.00000	-0.56952	283.87420	1097.23234
201.22401	295.90587	1813.97237	0.00000	-0.69006	283.87420	1097.23053
201.22401	295.90578	1813.97200	-0.00000	-0.73947	283.87420	1097.23053
201.22401	295.90569	1813.96697	-0.00000	-0.69669	283.87420	1097.23053
201.22401	295.90560	1813.96697	0.00000	-0.56131	283.86803	1097.23053
201.22401	295.90543	1813.96175	0.00000	-0.90045	283.86803	1097.22758
201.22401	295.90531	1813.95877	-0.00000	-1.09515	283.86803	1097.22758
201.22401	295.90519	1813.95877	0.00000	-1.16805	283.86803	1097.22758
201.22401	295.90507	1813.95542	-0.00000	-1.12024	283.86803	1097.22758
201.22401	295.90483	1813.95430	0.00000	-1.13705	283.86465	1097.22566
201.22401	295.90471	1813.95225	-0.00000	-1.19775	283.86465	1097.22566
201.22401	295.90458	1813.95225	-0.00000	-1.13351	283.86465	1097.22566
201.22401	295.90446	1813.95188	0.00000	-0.94246	283.86465	1097.22566
201.22401	295.90429	1813.95188	-0.00000	-0.59944	283.86705	1097.22566
201.22401	295.90419	1813.95188	0.00000	-0.77258	283.86705	1097.22355
201.22401	295.90408	1813.95020	0.00000	-0.84093	283.86705	1097.22355
201.22401	295.90388	1813.95169	0.00000	-0.66335	283.86705	1097.22355
201.22401	295.90382	1813.95635	-0.00000	-0.69107	283.87036	1097.22355
201.22401	295.90372	1813.95635	-0.00000	-0.90233	283.87036	1097.22154
201.22401	295.90361	1813.96622	-0.00000	-1.00600	283.87036	1097.22154
201.22401	295.90340	1813.97498	0.00000	-0.88344	283.87036	1097.22154
201.22401	295.90329	1813.97572	0.00000	-0.66076	283.86858	1097.22154
201.22401	295.90321	1813.97572	0.00000	-0.80818	283.86858	1097.22008
201.22401	295.90312	1813.97311	-0.00000	-0.86437	283.86858	1097.22008
201.22401	295.90294	1813.97032	-0.00000	-0.70373	283.86858	1097.22008
201.22401	295.90285	1813.97032	-0.00000	-0.48493	283.86705	1097.22008
201.22401	295.90281	1813.96846	0.00000	-0.46675	283.86705	1097.22008
201.22401	295.90259	1813.96790	-0.00000	-0.92333	283.86705	1097.21724
201.22401	295.90248	1813.96771	-0.00000	-0.97891	283.86705	1097.21724
201.22401	295.90236	1813.96771	0.00000	-0.91807	283.86705	1097.21724
201.22401	295.90229	1813.96343	-0.00000	-0.95392	283.86779	1097.21724
201.22401	295.90206	1813.95728	-0.00000	-1.15360	283.86779	1097.21560
201.22401	295.90194	1813.95728	0.00000	-1.07315	283.86779	1097.21560
201.22401	295.90182	1813.95411	0.00000	-0.87264	283.86779	1097.21560
