x	y	z
0.745546	0.063240	0.077394
0.746346	0.063138	0.077149
0.747147	0.063038	0.076904
0.747948	0.062940	0.076659
0.748749	0.062845	0.076414
0.749550	0.062753	0.076170
0.750350	0.062663	0.075925
0.751151	0.062575	0.075681
0.751952	0.062490	0.075436
0.752753	0.062407	0.075192
0.753554	0.062326	0.074948
0.754354	0.062247	0.074704
0.755155	0.062170	0.074460
0.755956	0.062095	0.074217
0.756757	0.062023	0.073973
0.757558	0.061952	0.073730
0.758358	0.061883	0.073486
0.759159	0.061816	0.073243
0.759960	0.061750	0.073000
0.760761	0.061687	0.072757
0.761562	0.061625	0.072514
0.762362	0.061565	0.072271
0.763163	0.061506	0.072028
0.763964	0.061449	0.071785
0.764765	0.061394	0.071543
0.765566	0.061340	0.071300
0.766366	0.061287	0.071058
0.767167	0.061236	0.070815
0.767968	0.061186	0.070573
0.768769	0.061138	0.070330
0.769570	0.061091	0.070088
0.770370	0.061045	0.069846
0.771171	0.061001	0.069604
0.771972	0.060958	0.069362
0.772773	0.060916	0.069120
0.773574	0.060875	0.068878
0.774374	0.060835	0.068636
0.775175	0.060796	0.068394
0.775976	0.060759	0.068153
0.776777	0.060722	0.067911
0.777578	0.060686	0.067669
0.778378	0.060652	0.067428
0.779179	0.060618	0.067186
0.779980	0.060586	0.066944
0.780781	0.060554	0.066703
0.781582	0.060523	0.066461
0.782382	0.060493	0.066220
0.783183	0.060464	0.065978
0.783984	0.060435	0.065737
0.784785	0.060408	0.065495
0.785586	0.060381	0.065254
0.786386	0.060355	0.065013
0.787187	0.060330	0.064771
0.787988	0.060305	0.064530
0.788789	0.060281	0.064288
0.789590	0.060258	0.064047
0.790390	0.060236	0.063806
0.791191	0.060214	0.063564
0.791992	0.060192	0.063323
0.792793	0.060172	0.063081
0.793594	0.060152	0.062840
0.794394	0.060132	0.062598
0.795195	0.060113	0.062357
0.795996	0.060095	0.062116
0.796797	0.060077	0.061874
0.797598	0.060060	0.061632
0.798398	0.060043	0.061391
0.799199	0.060026	0.061149
0.800000	0.060010	0.060908
